X,Y
-87.84903901,41.96621649
-87.84699439,41.96650322
-87.84669339,41.96763229
-87.84664958,41.97377367
-87.84664051,41.97508373
-87.84649909,41.96629928
-87.8464078,41.9669559
-87.8464078,41.9669559
-87.84636575,41.9731066
-87.84636575,41.9731066
-87.84635905,41.97350116
-87.8463217,41.97674153
-87.84632108,41.97760567
-87.84632108,41.97760567
-87.84631558,41.97830715
-87.84631558,41.97830715
-87.84631558,41.97830715
-87.84631558,41.97830715
-87.84630906,41.97865803
-87.84630906,41.97865803
-87.84606042,41.98767069
-87.84567442,41.9810632
-87.84513936,41.97361167
-87.84402599,41.95258896
-87.84385283,41.97611654
-87.84354399,41.97590244
-87.84290146,41.93752937
-87.84273371,41.97673776
-87.84242088,41.93754091
-87.84188225,41.97503279
-87.84178268,41.98091247
-87.8417007,41.9391011
-87.84169992,41.97496625
-87.84168922,41.97643389
-87.84162965,41.95223023
-87.84162965,41.95223023
-87.84160694,41.95244911
-87.8415164,41.97367931
-87.84139274,41.97677633
-87.84137195,41.98000627
-87.84130178,41.93756353
-87.84121489,41.95242644
-87.84072166,41.97843951
-87.84031844,41.98003867
-87.84007316,41.93951925
-87.84002434,41.97935766
-87.83988002,41.97732824
-87.83935861,41.98667789
-87.83926767,41.9773407
-87.83926373,41.97586134
-87.83921063,41.95209033
-87.83916756,41.98118073
-87.83903772,41.96501741
-87.83846391,41.96645172
-87.83838526,41.96645317
-87.83788416,41.98099399
-87.83765033,41.98121945
-87.83750652,41.98122357
-87.83732793,41.98121676
-87.83723873,41.98119839
-87.83714387,41.9664791
-87.83710395,41.98634263
-87.8368478,41.95997953
-87.83684432,41.95926633
-87.83684102,41.96314206
-87.83684102,41.96314206
-87.83684033,41.96276792
-87.83683829,41.96394404
-87.8368381,41.96399755
-87.83683684,41.95496771
-87.83683537,41.95372889
-87.83683516,41.95924803
-87.83683498,41.96490611
-87.83683461,41.95367224
-87.83683461,41.95367224
-87.83683139,41.96594708
-87.83683117,41.9660114
-87.83683117,41.9660114
-87.83683051,41.96620437
-87.83682984,41.96639733
-87.8368294,41.96652597
-87.83682124,41.95760399
-87.83680754,41.95173151
-87.83679806,41.95194999
-87.83679806,41.95194999
-87.8367752,41.95216886
-87.8367752,41.95216886
-87.83676599,41.97626545
-87.83676145,41.9767599
-87.83673366,41.97897303
-87.83672883,41.97953358
-87.83672883,41.97953358
-87.83672872,41.9796241
-87.83672857,41.98105718
-87.83672853,41.98142262
-87.83672852,41.9815156
-87.8367062,41.94848675
-87.8367062,41.94848675
-87.83658373,41.94484818
-87.83654547,41.95407827
-87.83654518,41.95402406
-87.83652471,41.95248469
-87.83652094,41.95220142
-87.83652019,41.95214477
-87.83651776,41.95196186
-87.83651776,41.95196186
-87.83650602,41.95139388
-87.83650105,41.95116641
-87.83646584,41.97688957
-87.83643434,41.98105716
-87.8364343,41.98142816
-87.8364343,41.98142816
-87.8364343,41.98142816
-87.83643417,41.98259954
-87.83643417,41.98259954
-87.83643396,41.98449253
-87.83643396,41.98452988
-87.83643375,41.98638297
-87.83640609,41.9483102
-87.8363592,41.95193947
-87.8363549,41.94052175
-87.8363549,41.94052175
-87.836314,41.94553158
-87.83629673,41.93926382
-87.8362771,41.94456015
-87.83617645,41.98017176
-87.83611882,41.9521639
-87.83611882,41.9521639
-87.83606525,41.94033467
-87.83605092,41.94007915
-87.83585398,41.94488598
-87.83576041,41.94062859
-87.83515916,41.95197003
-87.83512433,41.98607627
-87.83491243,41.94378869
-87.83491231,41.95219485
-87.83429582,41.94922656
-87.83418517,41.95199328
-87.83418467,41.97661199
-87.83417677,41.98594088
-87.83384995,41.93936258
-87.83384527,41.95200218
-87.83316684,41.95201856
-87.83306571,41.94920237
-87.83304522,41.94474146
-87.83282883,41.95068904
-87.83270036,41.94056652
-87.83155759,41.94230923
-87.83130491,41.95206597
-87.83034231,41.94244319
-87.83007467,41.94276068
-87.82940656,41.95211465
-87.82940656,41.95211465
-87.8291801,41.94345118
-87.82913336,41.94301993
-87.82912893,41.94507015
-87.82827751,41.93782411
-87.82784454,41.94670541
-87.82778316,41.94510734
-87.82705048,41.95015184
-87.8267323,41.94954022
-87.82631734,41.94107431
-87.82627615,41.94010411
-87.82591345,41.93786091
-87.82536911,41.94494135
-87.82491407,41.93956112
-87.82422122,41.94320412
-87.82416706,41.93789511
-87.8238966,41.94585785
-87.8238966,41.94585785
-87.82325982,41.98438886
-87.82315865,41.98466614
-87.82315865,41.98466614
-87.82288389,41.98670041
-87.822562,41.98909406
-87.82204687,41.99288644
-87.82197464,41.99033846
-87.82175234,41.94527689
-87.82175234,41.94527689
-87.82174941,41.98152758
-87.82169937,41.94157361
-87.82169073,41.94134552
-87.82162698,41.93971131
-87.82156887,41.95231516
-87.82147161,41.93794898
-87.82137996,41.99696184
-87.82134838,41.98435693
-87.82127943,41.99674605
-87.8211462,42.00866332
-87.82104483,41.9452953
-87.82103939,41.99510906
-87.82090726,41.98429998
-87.82086105,41.99829181
-87.82079547,42.00470733
-87.82054233,41.94333432
-87.82042883,41.98463832
-87.82001392,42.00536509
-87.81977646,42.00521391
-87.81973826,41.94532566
-87.81938576,41.9815872
-87.81915175,41.99606473
-87.8191124,41.99699944
-87.81902793,41.93799828
-87.81894121,42.01151292
-87.81892292,42.00727263
-87.81889895,42.00437275
-87.81889647,42.00902098
-87.81887326,42.01151466
-87.81886256,42.01125923
-87.81886196,41.94802469
-87.81876087,41.99150819
-87.81865483,42.01418543
-87.81865423,41.93800478
-87.81842224,42.01152314
-87.81835898,41.95238989
-87.81823613,41.95239316
-87.81822325,41.94536428
-87.81815411,41.94514604
-87.81809457,41.94843556
-87.81803471,42.0041136
-87.81802811,42.01153062
-87.81793881,42.00119492
-87.81774889,42.00364463
-87.81772378,41.95240877
-87.81759534,41.93800046
-87.81729036,42.00335424
-87.81715369,41.95088257
-87.81712358,41.9524226
-87.81707837,41.94921087
-87.81704561,41.9743961
-87.81701543,41.97977661
-87.81700088,41.9524256
-87.81698583,41.98261732
-87.81691653,41.99125053
-87.81687948,41.98364825
-87.81684325,41.94287012
-87.8168426,41.99592832
-87.81658742,41.938046
-87.81653305,41.99687125
-87.81650149,42.01519251
-87.81636646,42.00276926
-87.81628192,42.00807131
-87.81603219,41.93784053
-87.81600593,42.00254059
-87.81598918,41.95244947
-87.81559696,42.01158621
-87.81550868,41.9478841
-87.81540215,41.94975539
-87.81524643,41.94521222
-87.81516021,41.93820689
-87.81494239,41.95247732
-87.81488989,42.00879241
-87.81481062,41.93785172
-87.81476578,41.95191337
-87.8145772,41.97625954
-87.81442098,41.94339028
-87.81439503,41.94500923
-87.81434904,41.94149256
-87.81422582,41.9744678
-87.81422199,41.93785689
-87.81421067,41.9894658
-87.81413759,41.93785691
-87.81403355,41.99715455
-87.81397172,42.00172492
-87.81381974,41.93785728
-87.81379504,41.94129825
-87.81373856,41.99716243
-87.81353795,42.00126524
-87.81330905,41.98874156
-87.81330905,41.98874156
-87.81330905,41.98874156
-87.81323654,41.93786118
-87.81320983,41.98582213
-87.8132072,41.99717668
-87.813168,41.94254335
-87.81312787,41.94151749
-87.81304769,41.99876099
-87.81299065,41.93771952
-87.81297791,41.98857518
-87.81297791,41.98857518
-87.81297791,41.98857518
-87.81297791,41.98857518
-87.81297711,41.93786307
-87.81289844,41.94323367
-87.81266297,41.95113872
-87.8126363,42.00069246
-87.81262912,42.01508176
-87.8121575,41.95254355
-87.8120772,41.95254577
-87.81207552,41.95071752
-87.81204624,41.95144731
-87.81199741,41.95254797
-87.8119974,41.94563563
-87.8119566,42.0002631
-87.81194762,41.97452779
-87.81189283,41.94528
-87.81189283,41.94528
-87.81173997,41.98268313
-87.81165736,42.0119576
-87.81162109,42.0153116
-87.81146082,41.93817081
-87.8114159,41.98214265
-87.8113793,41.98168279
-87.81134688,41.97454295
-87.81134688,41.97454295
-87.81134688,41.97454295
-87.81134688,41.97454295
-87.81134688,41.97454295
-87.81134688,41.97454295
-87.81134688,41.97454295
-87.81127425,41.93958569
-87.81109952,42.01352341
-87.81092396,41.94866116
-87.8109074,41.95199115
-87.81089652,41.97455487
-87.81084551,42.00676416
-87.81074374,41.93615039
-87.81062039,41.94839546
-87.81058817,41.94508402
-87.81050906,41.99323815
-87.81044027,42.01876709
-87.81041348,41.99701459
-87.81041348,41.99701459
-87.81041297,41.99723412
-87.81041297,41.99723412
-87.81027296,41.99701879
-87.81024697,41.93787992
-87.8102291,41.95258417
-87.8102291,41.95258417
-87.81019949,41.99724317
-87.81019949,41.99724317
-87.81000295,41.95259052
-87.80977679,41.95259687
-87.80969806,41.95258706
-87.80965096,41.95260064
-87.8096395,41.99884141
-87.80958569,41.97458822
-87.80923808,42.0063431
-87.80917244,42.01593507
-87.8091655,41.93965509
-87.80887218,41.98688522
-87.8085836,41.99791306
-87.80853187,41.95263261
-87.80845718,41.97733012
-87.80844256,41.93787857
-87.80841155,41.99209898
-87.80840934,41.95263546
-87.8083977,41.99808325
-87.80837368,41.94559492
-87.80837196,41.99529657
-87.80832682,41.93967276
-87.80828725,41.99773306
-87.8081565,41.94535071
-87.80810144,41.99790331
-87.80807586,41.98148239
-87.8080749,41.95264403
-87.80796227,41.99769156
-87.80778854,41.93460442
-87.80773134,41.93788069
-87.80770356,41.99766167
-87.80755664,41.97464056
-87.80741325,41.95269136
-87.80740484,41.95247354
-87.80739691,41.95225489
-87.80739691,41.95225489
-87.80736266,41.95133363
-87.80734717,41.95075539
-87.80734717,41.95075539
-87.80734717,41.95075539
-87.80733132,41.95265541
-87.80731292,41.93810219
-87.80727803,41.94880489
-87.80725284,41.94812706
-87.80723758,41.99765221
-87.8072285,41.94744982
-87.80721474,41.97458433
-87.80721474,41.97458433
-87.80721474,41.97458433
-87.80720624,41.94679557
-87.8071647,41.97668126
-87.8071647,41.97668126
-87.80715257,41.95359924
-87.80714818,41.97783346
-87.80713525,41.95308277
-87.80712948,41.94466354
-87.80712948,41.94466354
-87.80712948,41.94466354
-87.80712863,41.97966772
-87.80712742,41.97983627
-87.80712472,41.98034172
-87.80712472,41.98034172
-87.80712472,41.98034172
-87.8071246,41.95282314
-87.80711475,41.95258898
-87.80711173,41.98102038
-87.80711085,41.95247928
-87.80710293,41.95226104
-87.80709842,41.94364723
-87.80709474,41.95204241
-87.80709474,41.95204241
-87.80709474,41.95204241
-87.80709474,41.95204241
-87.80708045,41.98368204
-87.80707905,41.95160567
-87.80707905,41.95160567
-87.80707905,41.95160567
-87.80707828,41.94313376
-87.80707301,41.98466628
-87.80706638,41.95127467
-87.80706638,41.95127467
-87.80706117,41.94515393
-87.80706012,41.98599562
-87.80706012,41.98599562
-87.80705301,41.98661747
-87.80705211,41.98672112
-87.80704466,41.94220687
-87.80703856,41.94204328
-87.8070184,41.99010145
-87.80700196,41.94697137
-87.80697947,42.01807882
-87.80697396,41.93788445
-87.80696665,41.9701149
-87.80696582,41.99534649
-87.80696582,41.99534649
-87.80696582,41.99534649
-87.80696529,41.94000425
-87.80695976,41.99578959
-87.80695305,41.99620398
-87.80694772,41.99701892
-87.80694519,41.9969237
-87.80694519,41.9969237
-87.80694404,41.97160272
-87.80694263,41.94768153
-87.80692907,41.93898597
-87.80692907,41.93898597
-87.80692907,41.93898597
-87.80692449,41.94717346
-87.80692061,41.94706772
-87.80691865,41.94701448
-87.80691646,41.97358367
-87.80691455,41.98266121
-87.80691379,41.97340993
-87.80691067,42.00057599
-87.80690908,42.00068151
-87.80690904,41.9467107
-87.80690803,41.99718204
-87.80690787,41.98598084
-87.80690637,41.93836589
-87.80690141,41.9761407
-87.80689675,41.93808447
-87.80688896,41.97635631
-87.80687557,41.93992099
-87.80687335,41.93734614
-87.80687135,41.94562902
-87.80686845,42.00415975
-87.80686268,41.97705855
-87.80686211,41.9772152
-87.80685739,42.01182093
-87.80685625,42.00533571
-87.80685564,41.97764664
-87.80685195,41.94506474
-87.80685054,41.99787931
-87.80685054,41.99787931
-87.80685054,41.99787931
-87.80685049,41.9782927
-87.80684535,41.93655533
-87.80684493,41.97862919
-87.80684493,41.97862919
-87.80684109,41.93644232
-87.80683834,42.00684518
-87.80683816,41.97921691
-87.80683164,41.98008724
-87.80683112,41.98020323
-87.80683112,41.98020323
-87.80683084,41.94449864
-87.80682953,41.98055119
-87.80681781,41.98101039
-87.80680955,41.93810548
-87.80680955,41.93810548
-87.80680551,41.93788597
-87.80679539,41.98139132
-87.80679333,41.93512199
-87.80678668,42.0116069
-87.80677377,41.93645382
-87.80677377,41.93645382
-87.80676781,41.98579047
-87.80676405,41.94256836
-87.80676388,41.98626433
-87.8067435,41.98815541
-87.8067362,41.98891093
-87.8067273,41.98976199
-87.80672623,42.01644191
-87.80672572,41.98993218
-87.80671922,41.94135576
-87.80670086,42.01182229
-87.80670086,42.01182229
-87.80669743,42.01160277
-87.80669596,41.99278102
-87.80669473,41.99291456
-87.80669319,41.99766275
-87.80668949,41.99358165
-87.80668326,41.93810678
-87.80667707,41.99486692
-87.80666932,41.95062692
-87.80666798,41.93990203
-87.80665732,41.99658088
-87.80665343,41.99701718
-87.80664512,41.99773029
-87.80662206,42.00009146
-87.80661437,41.97643464
-87.80660834,41.93825891
-87.80659717,41.9379174
-87.80647404,41.93444656
-87.8064181,41.99661141
-87.80641188,41.9326568
-87.80640987,41.98287938
-87.80635131,41.9309057
-87.8063335,41.99684163
-87.80631346,41.94538766
-87.80631038,41.92974701
-87.80629837,41.95287703
-87.80622438,41.93789305
-87.80622123,41.92722695
-87.80619241,41.92388497
-87.80618083,41.92607321
-87.8061783,41.9381133
-87.80615821,41.92536923
-87.80615174,41.92519567
-87.80613227,41.92409986
-87.80611653,41.92387313
-87.80610743,41.92398712
-87.80609942,41.9976734
-87.80609444,41.92358717
-87.8060705,41.92277861
-87.8060628,41.92255726
-87.80604772,41.92211286
-87.80604567,41.9220519
-87.80603563,41.92174703
-87.8060174,41.92113737
-87.80601124,41.95287563
-87.80598107,41.97901821
-87.80596721,41.96838766
-87.80594382,41.9188567
-87.80593167,41.95287524
-87.80591609,41.91630006
-87.80590487,41.95221473
-87.80589936,41.9174218
-87.80587804,41.96836803
-87.80586843,41.91645404
-87.80582794,41.91519248
-87.80579793,41.91421531
-87.80576502,41.95287375
-87.80576108,41.91308051
-87.805741,41.91244389
-87.80568272,41.91080032
-87.80567041,41.91050132
-87.80566098,41.90895167
-87.80566098,41.90895167
-87.80566098,41.90895167
-87.80562441,41.92402118
-87.80562441,41.92402118
-87.80562441,41.92402118
-87.80558466,41.92379092
-87.80558466,41.92379092
-87.8055473,41.98655923
-87.80553239,41.95286624
-87.80551605,41.93350924
-87.8054743,41.93231551
-87.80547015,41.93220311
-87.80540052,41.94540332
-87.8052062,41.92219072
-87.80519641,41.98084226
-87.80509002,41.91243075
-87.805085,41.92725334
-87.80505972,41.99631565
-87.80501979,41.99768375
-87.80499984,41.968824
-87.80499457,41.9144812
-87.80497069,41.92392066
-87.80493078,41.90897293
-87.80491363,41.99599668
-87.80483049,41.97622962
-87.80475116,41.99760632
-87.80468264,41.94515948
-87.80467969,41.94519722
-87.80467547,41.95232468
-87.80457376,41.92513163
-87.80454556,41.92375145
-87.8045429,41.94909679
-87.80450239,41.92206104
-87.80448139,41.93088558
-87.80433534,41.98453514
-87.80417988,41.9327023
-87.80414012,41.91815098
-87.80411575,41.92378769
-87.80408887,41.91824828
-87.80401242,41.92543269
-87.80398797,41.93067214
-87.8037898,41.92373686
-87.80367631,41.93793154
-87.80360584,41.98027012
-87.80355286,41.94780366
-87.80345399,41.95260413
-87.80345263,41.94544265
-87.80338178,41.92367328
-87.80312213,41.99935463
-87.80310214,41.90902615
-87.80310214,41.90902615
-87.80309973,41.93416191
-87.80308394,41.92364865
-87.80299364,41.95264146
-87.80299364,41.95264146
-87.80296494,41.90903014
-87.80284427,41.92725727
-87.80276697,41.94523698
-87.80273597,41.93090762
-87.80272185,41.93180932
-87.80269056,41.90903812
-87.80266779,41.92365127
-87.80266779,41.92365127
-87.8026268,41.92958318
-87.80262196,41.90904012
-87.80262196,41.90904012
-87.80249263,41.98071603
-87.80240077,41.92365305
-87.80239002,41.9381695
-87.80236698,41.9802298
-87.80233308,41.99417214
-87.80226523,41.97476678
-87.80224028,41.97786594
-87.80220572,41.90904382
-87.80190452,41.92365574
-87.80189964,41.9090453
-87.80165652,41.92365708
-87.80152214,41.79383641
-87.80150283,41.94167243
-87.80145967,41.79568805
-87.80145967,41.79568805
-87.80145967,41.79568805
-87.80145967,41.79568805
-87.80145967,41.79568805
-87.80145941,41.98003709
-87.80145713,41.79446458
-87.80144721,41.79410724
-87.80144211,41.79392295
-87.80144211,41.79392295
-87.80144211,41.79392295
-87.80143784,41.79377799
-87.80140121,41.93893402
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.8013778,41.79185207
-87.80136567,41.79155129
-87.80134183,41.7910093
-87.80133631,41.7908892
-87.80130625,41.93070576
-87.80130412,41.79205256
-87.8013004,41.79004397
-87.8013004,41.79004397
-87.80129636,41.78993055
-87.80129435,41.78987384
-87.80129233,41.78981713
-87.80128582,41.78964733
-87.80128517,41.99472749
-87.80126102,41.99353422
-87.8012393,41.95162347
-87.80121912,41.78815085
-87.80117942,41.95024104
-87.80116806,41.94059114
-87.80116331,41.78687015
-87.80114786,41.93070715
-87.80114682,41.78647616
-87.80112907,41.97973722
-87.80109077,41.79406454
-87.80109077,41.79406454
-87.80109077,41.79406454
-87.80109077,41.79406454
-87.80109077,41.79406454
-87.80107126,41.7847332
-87.80106867,41.93070784
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105899,41.79205648
-87.80105577,41.9471053
-87.80105439,41.93818827
-87.80101759,41.98049707
-87.80099278,41.94549223
-87.8009898,41.78282384
-87.8009866,41.7845844
-87.80098576,41.78272988
-87.80098377,41.9525991
-87.80097728,41.79205779
-87.80092772,41.7808373
-87.80090839,41.95263811
-87.80090807,41.78090202
-87.80086357,41.94967954
-87.80084074,41.77740409
-87.80084074,41.77740409
-87.80082739,41.92344354
-87.80082196,41.77864805
-87.80076418,41.77744728
-87.80074979,41.93797473
-87.80074979,41.93797473
-87.80074963,41.77726177
-87.80074963,41.77726177
-87.80074963,41.77726177
-87.80073008,41.79184187
-87.8007156,41.91816584
-87.80064715,41.92520898
-87.80057587,41.7977211
-87.80053029,41.9381973
-87.80052846,41.9995382
-87.8004658,41.78267767
-87.80046478,41.91947519
-87.80041673,41.79009777
-87.80039983,41.79174947
-87.80038186,41.91691115
-87.80025134,41.92344813
-87.80023964,41.91234025
-87.80023429,41.99714398
-87.80016479,41.78610919
-87.80011144,41.79206949
-87.80009559,41.90906358
-87.80006761,41.95263652
-87.79999617,41.95095964
-87.79986243,41.9526349
-87.79969621,41.94551604
-87.79962985,41.77742339
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79962665,41.92367326
-87.79959084,41.93921229
-87.79956791,41.9386453
-87.79954679,41.93818302
-87.79950647,41.77742476
-87.79947087,41.93367395
-87.79941186,41.79208781
-87.79933096,41.97935493
-87.79929542,41.99981484
-87.79917621,41.92891097
-87.79914999,41.79209509
-87.79906255,41.79209759
-87.79902713,41.92913212
-87.79899811,41.93094448
-87.79896747,41.92047568
-87.79894019,41.9453108
-87.79885886,41.77743901
-87.79879627,41.78278505
-87.79876872,41.92388844
-87.79876872,41.92388844
-87.79874919,41.79188685
-87.79874919,41.79188685
-87.79874919,41.79188685
-87.79871785,41.92527868
-87.79867613,41.9236807
-87.79864513,41.9528528
-87.79858908,41.99244617
-87.79846728,41.97917002
-87.79843088,41.94735772
-87.79842787,41.77378435
-87.79839138,41.97386234
-87.79837029,41.94807342
-87.79831539,41.77745674
-87.79823184,41.93604761
-87.79810144,41.91909022
-87.79796341,41.90909396
-87.79786537,41.95806764
-87.79776918,41.79592629
-87.79776512,41.99054377
-87.79773889,41.99143944
-87.7977239,41.98553184
-87.79762792,41.95285305
-87.79762724,41.97546082
-87.79762675,41.95263352
-87.79762675,41.95263352
-87.79762675,41.95263352
-87.79762334,41.92650675
-87.7975695,41.91596155
-87.79748332,41.77748052
-87.79744157,41.93802259
-87.79742403,41.97547806
-87.79742116,41.95263328
-87.7973623,41.90930755
-87.79735407,41.90908224
-87.79709477,41.97887715
-87.79704777,41.93737305
-87.79685363,41.92915628
-87.79671842,41.99085797
-87.79655932,41.79081888
-87.79654891,41.97876225
-87.79654227,41.93077906
-87.7964547,41.95463093
-87.79644184,41.90911442
-87.79642351,41.95284661
-87.79642351,41.95284661
-87.79641565,41.78703739
-87.79640725,41.95240923
-87.79640063,41.7921739
-87.7963876,41.9519216
-87.79637459,41.77750988
-87.79636176,41.95895421
-87.79633414,41.95285225
-87.79633206,41.92407671
-87.79633146,41.95263272
-87.79631973,41.97009832
-87.79617527,41.91033732
-87.79615729,41.94604044
-87.79614015,41.7830078
-87.79610377,41.95220415
-87.79610373,41.90911892
-87.79610183,41.95214399
-87.79609241,41.93804223
-87.7960663,41.94373407
-87.79605171,41.94558764
-87.79599694,41.94207167
-87.79599,41.94190142
-87.79599,41.94190142
-87.79591996,41.94006969
-87.79591996,41.94006969
-87.79591814,41.94738651
-87.79584666,41.93824719
-87.79583575,41.94539119
-87.79580847,41.7921856
-87.79575466,41.93804748
-87.79573695,41.93478412
-87.79572573,41.93443281
-87.79569323,41.95264371
-87.79569323,41.95264371
-87.7956895,41.94172404
-87.79568508,41.9091245
-87.79564086,41.93176301
-87.79564086,41.93176301
-87.79562302,41.77768713
-87.79562029,41.90912536
-87.79561206,41.93099137
-87.79560411,41.93067675
-87.79560411,41.93067675
-87.79559698,41.9916633
-87.79552886,41.93099256
-87.79552886,41.93099256
-87.79552886,41.93099256
-87.7955039,41.92732768
-87.79549928,41.93655419
-87.79549509,41.92703139
-87.79546182,41.92248986
-87.79545517,41.92348729
-87.79545501,41.92573252
-87.79544668,41.93490278
-87.79537625,41.92348798
-87.79536752,41.9323895
-87.7953281,41.93099582
-87.79531417,41.93079557
-87.79530078,41.92370819
-87.79529697,41.92249112
-87.79527878,41.92003275
-87.79522751,41.91836329
-87.79519568,41.91730111
-87.79517844,41.92370927
-87.79514623,41.92527325
-87.79509409,41.92369292
-87.79504634,41.9125675
-87.79495171,41.90922706
-87.79494157,41.95265856
-87.79493703,41.9736723
-87.79492813,41.90913457
-87.79492813,41.90913457
-87.79481267,41.92371246
-87.79472741,41.97837217
-87.7946305,41.79220873
-87.79457059,41.98720833
-87.79456068,41.93647293
-87.79444781,41.79221203
-87.79444438,41.93282791
-87.79443322,41.98958029
-87.79409431,41.93081074
-87.79409123,41.95995019
-87.79408916,41.97523255
-87.79405588,41.93261242
-87.79404176,41.98963617
-87.79402078,41.9866294
-87.79399135,41.92745995
-87.79398793,41.92734682
-87.79397807,41.90914721
-87.79391698,41.92371902
-87.79391698,41.92371902
-87.79385058,41.91621245
-87.79379137,41.79222363
-87.79379034,41.78470549
-87.7936852,41.98141261
-87.79367976,41.92372075
-87.79364421,41.7774178
-87.79363963,41.91617765
-87.7936238,41.77757099
-87.79354993,41.99742948
-87.79348725,41.92897452
-87.79335549,41.98429056
-87.79333925,41.9779403
-87.79330172,41.9235044
-87.79328484,41.9426396
-87.79325644,41.94175731
-87.79323434,41.99448455
-87.7932254,41.92350511
-87.79321776,41.932416
-87.79315797,41.93019791
-87.79309826,41.94564464
-87.7930981,41.91622165
-87.79309057,41.9310223
-87.79309057,41.9310223
-87.79307273,41.92350653
-87.79303416,41.92657413
-87.79301009,41.92580762
-87.7929943,41.92535098
-87.7929641,41.93080412
-87.79295878,41.79267855
-87.79295834,41.92416079
-87.79295447,41.93809375
-87.79289009,41.93102457
-87.79288994,41.93140302
-87.79287964,41.93082297
-87.79284683,41.92372786
-87.79284512,41.95291356
-87.79284319,41.79921568
-87.79279826,41.93809641
-87.79277919,41.98298052
-87.79277661,41.92372832
-87.79277661,41.92372832
-87.79277513,41.9829447
-87.79275105,41.92692481
-87.79275105,41.92692481
-87.79267746,41.97796416
-87.79267668,41.97772371
-87.79248727,41.98015166
-87.79247462,41.97789707
-87.79246441,41.99743257
-87.79245218,41.98201768
-87.79235892,41.90916873
-87.79235892,41.90916873
-87.79228799,41.94090703
-87.79226596,41.77650547
-87.79223846,42.00086207
-87.7922234,41.90917053
-87.7918864,41.79204014
-87.79187306,41.93773569
-87.79184042,41.93811187
-87.79182303,41.79581318
-87.79181717,41.98839439
-87.79164083,41.7922647
-87.79164083,41.7922647
-87.79160377,41.97823367
-87.79155458,41.78768394
-87.7915383,41.98298852
-87.7915383,41.98298852
-87.79152334,41.93447265
-87.79151868,41.79226712
-87.79151868,41.79226712
-87.79150778,41.79503029
-87.79149575,41.96895864
-87.79142624,41.79204934
-87.79139449,41.97389789
-87.79136221,41.95272166
-87.79136221,41.95272166
-87.79135071,41.78304346
-87.79134898,41.9237393
-87.79132707,41.95272234
-87.79122342,41.95272436
-87.79116257,41.77581208
-87.79114675,41.77763667
